Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
16/03/2023 17:00,39,12,27,94,35,59,122,36,86,10,10,0,0,0,0,27,27,0,4,4,0,319,206,113,0,,109,1,108,184,1,183
16/03/2023 18:00,31,11,20,94,37,57,112,35,77,18,18,0,0,0,0,25,25,0,3,3,0,240,143,97,0,,118,1,117,169,0,169
16/03/2023 19:00,16,7,9,36,13,23,49,25,24,12,12,0,0,0,0,13,13,0,2,2,0,171,94,77,0,,80,0,80,94,0,94
16/03/2023 20:00,8,0,8,24,11,13,35,12,23,9,9,0,0,0,0,9,9,0,1,1,0,113,72,41,0,,83,0,83,52,0,52
16/03/2023 21:00,13,6,7,14,8,6,17,6,11,5,5,0,0,0,0,9,9,0,0,0,0,92,62,30,0,,56,1,55,46,0,46
16/03/2023 22:00,4,3,1,5,2,3,10,5,5,2,2,0,0,0,0,8,8,0,2,2,0,67,43,24,0,,33,0,33,39,0,39
16/03/2023 23:00,3,3,0,5,2,3,1,0,1,7,7,0,0,0,0,3,3,0,3,3,0,47,29,18,0,,32,0,32,33,1,32
17/03/2023 00:00,2,1,1,5,2,3,12,4,8,3,3,0,0,0,0,3,3,0,0,0,0,28,19,9,0,,20,1,19,26,0,26
17/03/2023 01:00,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,18,14,4,0,,0,0,0,9,0,9
17/03/2023 02:00,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,8,2,0,,4,0,4,16,0,16
17/03/2023 03:00,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,12,9,3,0,,5,0,5,19,0,19
17/03/2023 04:00,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,,2,0,2,4,0,4
17/03/2023 05:00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,0,,2,0,2,3,0,3
17/03/2023 06:00,2,2,0,7,3,4,8,3,5,5,5,0,0,0,0,1,1,0,0,0,0,31,6,25,0,,14,0,14,7,0,7
17/03/2023 07:00,3,3,0,27,10,17,28,10,18,14,13,1,0,0,0,1,1,0,3,3,0,52,14,38,0,,17,1,16,13,0,13
17/03/2023 08:00,9,8,1,74,37,37,73,28,45,13,13,0,0,0,0,5,5,0,4,4,0,48,15,33,0,,29,0,29,17,0,17
17/03/2023 09:00,9,7,2,94,45,49,92,41,51,12,12,0,0,0,0,3,3,0,0,0,0,60,15,45,0,,46,0,46,19,0,19
17/03/2023 10:00,10,7,3,77,39,38,79,38,41,6,6,0,0,0,0,8,8,0,2,2,0,86,28,58,0,,26,0,26,36,0,36
17/03/2023 11:00,17,10,7,74,46,28,96,57,39,3,3,0,0,0,0,13,13,0,2,2,0,93,32,61,0,,69,0,69,31,0,31
17/03/2023 12:00,13,6,7,52,27,25,59,28,31,3,3,0,0,0,0,5,5,0,1,1,0,88,38,50,0,,86,0,86,35,1,34
17/03/2023 13:00,9,6,3,47,19,28,52,18,34,5,5,0,0,0,0,12,12,0,3,3,0,81,31,50,0,,73,1,72,43,0,43
17/03/2023 14:00,6,4,2,53,28,25,66,34,32,5,5,0,0,0,0,6,6,0,1,1,0,88,32,56,0,,63,2,61,51,0,51
17/03/2023 15:00,10,7,3,39,15,24,46,19,27,5,5,0,0,0,0,10,10,0,2,2,0,96,43,53,0,,41,0,41,57,0,57
17/03/2023 16:00,6,3,3,42,23,19,58,30,28,5,5,0,0,0,0,9,9,0,0,0,0,78,28,50,0,,41,0,41,38,0,38
17/03/2023 17:00,8,4,4,32,20,12,53,22,31,9,8,1,0,0,0,12,12,0,0,0,0,91,36,55,0,,78,0,78,37,0,37
17/03/2023 18:00,4,4,0,17,8,9,23,9,14,6,6,0,0,0,0,9,9,0,0,0,0,73,40,33,0,,51,2,49,42,0,42
17/03/2023 19:00,7,2,5,5,2,3,16,8,8,5,5,0,0,0,0,6,6,0,0,0,0,65,25,40,0,,71,0,71,36,0,36
17/03/2023 20:00,3,2,1,8,3,5,9,4,5,12,11,1,0,0,0,3,3,0,0,0,0,49,28,21,0,,54,1,53,25,0,25
17/03/2023 21:00,4,1,3,2,2,0,2,1,1,9,9,0,0,0,0,3,3,0,0,0,0,42,20,22,0,,29,0,29,16,0,16
17/03/2023 22:00,4,3,1,3,1,2,7,0,7,5,4,1,0,0,0,4,4,0,0,0,0,61,42,19,0,,30,0,30,28,0,28
17/03/2023 23:00,4,1,3,2,2,0,3,1,2,2,2,0,0,0,0,2,2,0,0,0,0,26,20,6,0,,29,0,29,23,0,23
18/03/2023 00:00,0,0,0,2,1,1,5,2,3,0,0,0,0,0,0,2,2,0,0,0,0,16,11,5,0,,20,0,20,4,0,4
18/03/2023 01:00,2,1,1,3,2,1,4,1,3,3,3,0,0,0,0,2,2,0,0,0,0,22,11,11,0,,1,0,1,3,0,3
18/03/2023 02:00,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,20,14,6,0,,2,0,2,8,0,8
18/03/2023 03:00,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,18,12,6,0,,4,1,3,17,1,16
18/03/2023 04:00,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6,3,3,0,,3,0,3,4,0,4
18/03/2023 05:00,1,1,0,2,2,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,9,5,4,0,,6,0,6,7,0,7
18/03/2023 06:00,1,1,0,5,2,3,8,3,5,3,3,0,0,0,0,1,1,0,0,0,0,30,6,24,0,,6,0,6,3,0,3
18/03/2023 07:00,5,3,2,32,14,18,26,11,15,7,7,0,0,0,0,2,2,0,1,1,0,40,14,26,0,,12,0,12,6,0,6
18/03/2023 08:00,6,5,1,64,23,41,78,30,48,10,10,0,0,0,0,6,6,0,0,0,0,45,11,34,0,,22,0,22,12,0,12
18/03/2023 09:00,6,4,2,103,40,63,113,46,67,12,12,0,0,0,0,9,9,0,6,6,0,58,18,40,0,,42,0,42,21,0,21
18/03/2023 10:00,6,6,0,105,49,56,118,48,70,9,9,0,0,0,0,16,16,0,16,16,0,58,15,43,0,,58,0,58,32,0,32
18/03/2023 11:00,12,8,4,115,64,51,111,55,56,1,1,0,0,0,0,15,15,0,3,3,0,77,30,47,0,,63,0,63,55,1,54
18/03/2023 12:00,12,2,10,60,42,18,64,41,23,1,1,0,0,0,0,8,8,0,0,0,0,69,25,44,0,,51,0,51,51,0,51
18/03/2023 13:00,6,4,2,20,8,12,27,17,10,6,6,0,0,0,0,5,5,0,0,0,0,70,31,39,0,,53,1,52,31,0,31
18/03/2023 14:00,9,8,1,25,10,15,33,15,18,5,5,0,0,0,0,6,6,0,0,0,0,101,56,45,0,,66,1,65,47,0,47
18/03/2023 15:00,16,10,6,33,19,14,53,24,29,12,11,1,0,0,0,8,8,0,0,0,0,104,38,66,0,,60,0,60,49,0,49
18/03/2023 16:00,15,7,8,25,14,11,32,21,11,11,11,0,0,0,0,6,6,0,1,1,0,100,35,65,0,,60,0,60,57,0,57
18/03/2023 17:00,3,1,2,30,14,16,29,11,18,8,8,0,0,0,0,5,5,0,0,0,0,66,33,33,0,,51,1,50,54,0,54
18/03/2023 18:00,9,4,5,16,7,9,28,16,12,6,6,0,0,0,0,9,9,0,0,0,0,80,39,41,0,,69,0,69,58,0,58
18/03/2023 19:00,5,4,1,14,7,7,18,5,13,10,10,0,0,0,0,8,8,0,0,0,0,105,56,49,0,,76,0,76,47,0,47
18/03/2023 20:00,14,6,8,9,5,4,18,8,10,9,9,0,0,0,0,5,5,0,1,1,0,104,43,61,0,,55,0,55,43,0,43
18/03/2023 21:00,7,6,1,3,3,0,2,2,0,3,3,0,0,0,0,2,2,0,0,0,0,87,42,45,0,,37,0,37,34,0,34
18/03/2023 22:00,5,1,4,2,2,0,2,1,1,7,7,0,0,0,0,3,3,0,1,1,0,89,41,48,0,,33,0,33,27,1,26
18/03/2023 23:00,8,4,4,1,0,1,3,0,3,3,3,0,0,0,0,1,1,0,0,0,0,39,25,14,0,,26,0,26,24,0,24
19/03/2023 00:00,2,0,2,2,1,1,3,1,2,2,2,0,0,0,0,2,2,0,0,0,0,29,22,7,0,,7,0,7,11,0,11
19/03/2023 01:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,17,4,0,,1,0,1,3,0,3
19/03/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,,3,0,3,7,1,6
19/03/2023 03:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,,1,0,1,12,0,12
19/03/2023 04:00,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,,4,0,4,5,0,5
19/03/2023 05:00,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,,3,0,3,4,0,4
19/03/2023 06:00,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,18,0,,2,0,2,6,1,5
19/03/2023 07:00,2,1,1,17,6,11,15,5,10,14,14,0,0,0,0,1,1,0,0,0,0,39,10,29,0,,10,0,10,10,0,10
19/03/2023 08:00,3,2,1,85,30,55,116,46,70,7,7,0,0,0,0,1,1,0,6,6,0,38,15,23,0,,21,0,21,7,0,7
19/03/2023 09:00,8,6,2,110,46,64,113,51,62,6,6,0,0,0,0,2,2,0,8,8,0,47,15,32,0,,27,0,27,10,0,10
19/03/2023 10:00,8,3,5,147,76,71,167,79,88,3,3,0,0,0,0,11,11,0,5,5,0,79,15,64,0,,57,0,57,27,0,27
19/03/2023 11:00,8,4,4,150,64,86,174,81,93,2,2,0,0,0,0,15,15,0,4,4,0,81,23,58,0,,62,0,62,37,0,37
19/03/2023 12:00,11,8,3,121,69,52,129,69,60,7,7,0,0,0,0,8,8,0,2,2,0,106,48,58,0,,61,0,61,46,0,46
19/03/2023 13:00,12,6,6,86,47,39,109,51,58,6,6,0,0,0,0,15,15,0,1,1,0,103,44,59,0,,72,0,72,44,0,44
19/03/2023 14:00,16,5,11,65,37,28,75,38,37,4,4,0,0,0,0,12,12,0,0,0,0,67,40,27,0,,54,0,54,54,0,54
19/03/2023 15:00,5,3,2,29,18,11,45,31,14,3,3,0,0,0,0,8,8,0,0,0,0,52,22,30,0,,39,0,39,42,0,42
19/03/2023 16:00,7,1,6,15,9,6,18,10,8,1,1,0,0,0,0,5,5,0,0,0,0,47,26,21,0,,25,1,24,36,0,36
19/03/2023 17:00,7,5,2,7,2,5,11,8,3,1,1,0,0,0,0,1,1,0,0,0,0,54,26,28,0,,42,0,42,42,1,41
19/03/2023 18:00,10,5,5,5,4,1,8,4,4,3,3,0,0,0,0,4,4,0,0,0,0,76,39,37,0,,62,0,62,53,0,53
19/03/2023 19:00,5,2,3,5,1,4,13,2,11,3,3,0,0,0,0,6,6,0,0,0,0,69,37,32,0,,50,0,50,41,0,41
19/03/2023 20:00,2,0,2,8,4,4,13,5,8,0,0,0,0,0,0,7,7,0,0,0,0,70,45,25,0,,30,0,30,24,0,24
19/03/2023 21:00,5,3,2,3,2,1,7,3,4,5,5,0,0,0,0,4,4,0,1,1,0,48,23,25,0,,27,0,27,26,1,25
19/03/2023 22:00,6,5,1,2,2,0,5,3,2,4,4,0,0,0,0,3,3,0,0,0,0,31,20,11,0,,26,0,26,24,0,24
19/03/2023 23:00,3,3,0,3,2,1,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,13,9,4,0,,13,0,13,13,0,13
20/03/2023 00:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12,9,3,0,,11,0,11,9,0,9
20/03/2023 01:00,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0,8,7,1,0,,0,0,0,2,0,2
20/03/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,,1,0,1,5,0,5
20/03/2023 03:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0
20/03/2023 04:00,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,2,0,,2,0,2,1,0,1
20/03/2023 05:00,0,0,0,5,4,1,8,5,3,1,1,0,0,0,0,1,1,0,0,0,0,25,4,21,0,,3,0,3,4,0,4
20/03/2023 06:00,7,7,0,13,9,4,17,13,4,10,10,0,0,0,0,6,6,0,0,0,0,88,24,64,0,,18,0,18,8,0,8
20/03/2023 07:00,33,29,4,45,42,3,58,51,7,40,39,1,0,0,0,10,10,0,0,0,0,255,63,192,0,,66,0,66,22,0,22
20/03/2023 08:00,79,69,10,74,57,17,90,72,18,69,69,0,0,0,0,36,36,0,12,12,0,452,76,376,0,,158,2,156,46,1,45
20/03/2023 09:00,32,23,9,33,17,16,59,32,27,25,25,0,0,0,0,10,10,0,5,5,0,180,39,141,0,,145,0,145,33,0,33
20/03/2023 10:00,17,11,6,46,18,28,48,16,32,9,8,1,0,0,0,11,11,0,2,2,0,70,17,53,0,,61,1,60,27,0,27
20/03/2023 11:00,9,5,4,44,19,25,49,23,26,7,7,0,0,0,0,7,7,0,1,1,0,68,21,47,0,,68,1,67,40,0,40
20/03/2023 12:00,23,11,12,51,21,30,60,27,33,5,5,0,0,0,0,13,13,0,0,0,0,94,41,53,0,,61,0,61,60,0,60
20/03/2023 13:00,11,6,5,48,18,30,53,24,29,4,4,0,0,0,0,9,9,0,0,0,0,106,46,60,0,,67,0,67,83,0,83
20/03/2023 14:00,18,4,14,36,19,17,42,18,24,6,6,0,0,0,0,17,17,0,0,0,0,97,46,51,0,,54,1,53,74,2,72
20/03/2023 15:00,22,10,12,46,23,23,54,26,28,2,2,0,0,0,0,37,37,0,0,0,0,145,85,60,0,,59,0,59,76,0,76
20/03/2023 16:00,20,10,10,46,12,34,63,21,42,4,4,0,0,0,0,33,33,0,3,3,0,195,116,79,0,,78,0,78,127,1,126
20/03/2023 17:00,38,15,23,69,15,54,107,22,85,6,5,1,0,0,0,40,40,0,1,1,0,345,232,113,0,,77,0,77,234,0,234
20/03/2023 18:00,31,11,20,69,18,51,82,14,68,9,9,0,0,0,0,30,30,0,0,0,0,280,191,89,0,,84,1,83,171,0,171
20/03/2023 19:00,20,5,15,36,13,23,48,23,25,5,5,0,0,0,0,16,16,0,0,0,0,160,106,54,0,,70,2,68,138,0,138
20/03/2023 20:00,11,5,6,16,8,8,22,14,8,7,7,0,0,0,0,17,17,0,2,2,0,122,67,55,0,,53,0,53,71,0,71
20/03/2023 21:00,6,4,2,7,2,5,9,1,8,8,8,0,0,0,0,8,8,0,0,0,0,68,44,24,0,,29,0,29,60,0,60
20/03/2023 22:00,6,2,4,3,1,2,9,2,7,6,6,0,0,0,0,4,4,0,0,0,0,58,34,24,0,,32,0,32,44,1,43
20/03/2023 23:00,2,1,1,3,1,2,3,1,2,3,3,0,0,0,0,2,2,0,0,0,0,13,8,5,0,,9,0,9,23,0,23
21/03/2023 00:00,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,14,10,4,0,,6,0,6,15,0,15
21/03/2023 01:00,0,0,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,0,0,0,2,0,2
21/03/2023 02:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,3,0,3,4,0,4
21/03/2023 03:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,0,0,1,0,1
21/03/2023 04:00,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,0,,1,0,1,4,0,4
21/03/2023 05:00,1,1,0,3,2,1,5,3,2,4,4,0,0,0,0,2,2,0,0,0,0,27,2,25,0,,7,0,7,2,0,2
21/03/2023 06:00,14,11,3,22,15,7,22,18,4,13,13,0,0,0,0,7,7,0,0,0,0,110,23,87,0,,35,0,35,9,0,9
21/03/2023 07:00,59,49,10,62,50,12,78,62,16,31,31,0,0,0,0,10,10,0,1,1,0,348,70,278,0,,94,2,92,33,0,33
21/03/2023 08:00,111,99,12,90,70,20,114,89,25,100,100,0,0,0,0,50,50,0,91,91,0,617,100,517,0,,244,0,244,39,0,39
21/03/2023 09:00,39,34,5,63,33,30,69,44,25,50,50,0,0,0,0,12,12,0,15,15,0,245,36,209,0,,158,0,158,29,1,28
21/03/2023 10:00,8,6,2,36,17,19,51,19,32,11,11,0,0,0,0,14,14,0,4,4,0,99,34,65,0,,63,1,62,33,0,33
21/03/2023 11:00,12,9,3,59,29,30,65,33,32,12,12,0,0,0,0,6,6,0,1,1,0,80,28,52,0,,70,0,70,29,0,29
21/03/2023 12:00,13,11,2,50,23,27,61,24,37,6,6,0,0,0,0,8,8,0,5,5,0,88,32,56,0,,72,0,72,67,0,67
21/03/2023 13:00,18,8,10,26,11,15,43,18,25,6,6,0,0,0,0,25,25,0,8,8,0,116,53,63,0,,70,0,70,76,0,76
21/03/2023 14:00,11,3,8,29,16,13,33,12,21,5,5,0,0,0,0,16,16,0,6,6,0,84,50,34,0,,63,0,63,75,0,75
21/03/2023 15:00,14,10,4,24,7,17,40,11,29,3,3,0,0,0,0,50,50,0,17,17,0,143,75,68,0,,67,0,67,88,0,88
21/03/2023 16:00,34,8,26,29,6,23,34,8,26,1,1,0,0,0,0,33,33,0,14,14,0,206,141,65,0,,58,0,58,124,1,123
21/03/2023 17:00,74,16,58,62,8,54,93,10,83,12,12,0,0,0,0,34,34,0,10,10,0,374,270,104,0,,61,0,61,243,1,242
21/03/2023 18:00,40,13,27,59,9,50,90,11,79,5,5,0,0,0,0,28,28,0,2,2,0,339,248,91,0,,80,0,80,208,0,208
21/03/2023 19:00,20,6,14,20,2,18,22,2,20,0,0,0,0,0,0,22,22,0,0,0,0,158,110,48,0,,62,0,62,113,0,113
21/03/2023 20:00,12,7,5,13,4,9,18,4,14,0,0,0,0,0,0,16,16,0,6,6,0,114,67,47,0,,54,0,54,75,0,75
21/03/2023 21:00,7,4,3,5,1,4,10,2,8,0,0,0,0,0,0,8,8,0,0,0,0,81,54,27,0,,40,0,40,48,0,48
21/03/2023 22:00,9,6,3,6,3,3,8,1,7,0,0,0,0,0,0,3,3,0,0,0,0,47,33,14,0,,28,1,27,30,0,30
21/03/2023 23:00,2,2,0,1,0,1,1,0,1,3,3,0,0,0,0,1,1,0,0,0,0,24,17,7,0,,11,0,11,26,0,26
22/03/2023 00:00,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,3,0,0,0,0,15,13,2,0,,4,0,4,13,0,13
22/03/2023 01:00,1,1,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,0,0,0,3,0,3
22/03/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,2,0,2,3,0,3
22/03/2023 03:00,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,0,0,1,0,1
22/03/2023 04:00,1,1,0,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,4,1,3,0,,1,0,1,0,0,0
22/03/2023 05:00,2,1,1,9,5,4,9,4,5,2,2,0,0,0,0,3,3,0,0,0,0,23,1,22,0,,11,0,11,4,0,4
22/03/2023 06:00,11,11,0,16,12,4,21,14,7,16,16,0,0,0,0,9,9,0,9,9,0,115,22,93,0,,30,0,30,9,0,9
22/03/2023 07:00,58,51,7,52,42,10,62,42,20,49,49,0,0,0,0,12,12,0,10,10,0,312,63,249,0,,82,0,82,22,0,22
22/03/2023 08:00,119,103,16,68,55,13,102,74,28,74,74,0,0,0,0,56,56,0,4,4,0,629,111,518,0,,218,0,218,57,0,57
22/03/2023 09:00,38,29,9,37,21,16,59,33,26,36,36,0,0,0,0,14,14,0,0,0,0,228,42,186,0,,144,0,144,31,0,31
22/03/2023 10:00,15,10,5,13,7,6,27,7,20,12,12,0,0,0,0,11,11,0,0,0,0,80,21,59,0,,66,0,66,27,1,26
22/03/2023 11:00,14,9,5,32,13,19,45,22,23,13,13,0,0,0,0,8,8,0,1,1,0,87,25,62,0,,52,0,52,35,1,34
22/03/2023 12:00,23,11,12,37,15,22,47,19,28,5,5,0,0,0,0,14,14,0,1,1,0,111,50,61,0,,79,1,78,64,1,63
22/03/2023 13:00,21,13,8,27,11,16,37,9,28,5,5,0,0,0,0,25,25,0,7,7,0,126,52,74,0,,90,1,89,95,1,94
22/03/2023 14:00,16,2,14,20,9,11,28,11,17,9,9,0,0,0,0,17,17,0,10,10,0,101,45,56,0,,52,0,52,77,0,77
22/03/2023 15:00,24,14,10,21,8,13,33,11,22,4,4,0,0,0,0,39,39,0,21,21,0,131,84,47,0,,63,0,63,67,0,67
22/03/2023 16:00,39,14,25,48,19,29,62,19,43,8,8,0,0,0,0,27,27,0,17,17,0,230,153,77,0,,64,1,63,121,0,121
22/03/2023 17:00,67,21,46,96,23,73,134,28,106,4,4,0,0,0,0,43,43,0,17,17,0,387,272,115,0,,98,1,97,209,1,208
22/03/2023 18:00,44,12,32,69,22,47,115,21,94,5,5,0,0,0,0,26,26,0,19,19,0,352,210,142,0,,115,1,114,177,0,177
22/03/2023 19:00,24,3,21,31,8,23,48,13,35,3,3,0,0,0,0,8,8,0,8,8,0,183,107,76,0,,79,1,78,92,0,92
22/03/2023 20:00,12,5,7,11,5,6,15,8,7,6,6,0,0,0,0,13,13,0,8,8,0,144,90,54,0,,63,1,62,86,1,85
22/03/2023 21:00,4,0,4,11,5,6,19,4,15,3,3,0,0,0,0,10,10,0,2,2,0,84,59,25,0,,47,0,47,55,0,55
22/03/2023 22:00,5,1,4,9,3,6,13,2,11,2,2,0,0,0,0,7,7,0,1,1,0,126,75,51,0,,33,0,33,63,0,63
22/03/2023 23:00,4,2,2,2,1,1,8,0,8,1,1,0,0,0,0,2,2,0,1,1,0,46,29,17,0,,21,0,21,24,0,24
23/03/2023 00:00,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,2,2,0,0,0,0,21,20,1,0,,7,0,7,16,0,16
23/03/2023 01:00,0,0,0,4,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,1,0,1,3,0,3
23/03/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,2,0,2,5,0,5
23/03/2023 03:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,0,,2,0,2,7,0,7
23/03/2023 04:00,2,2,0,1,1,0,3,0,3,0,0,0,0,0,0,1,1,0,1,1,0,5,1,4,0,,2,0,2,1,0,1
23/03/2023 05:00,1,1,0,10,8,2,7,5,2,3,3,0,0,0,0,0,0,0,0,0,0,35,3,32,0,,3,0,3,6,0,6
23/03/2023 06:00,10,8,2,22,18,4,25,21,4,18,18,0,0,0,0,8,8,0,2,2,0,110,25,85,0,,34,0,34,10,0,10
23/03/2023 07:00,52,42,10,57,48,9,72,55,17,31,31,0,0,0,0,16,16,0,9,9,0,308,59,249,0,,82,0,82,24,0,24
23/03/2023 08:00,119,103,16,84,62,22,113,85,28,70,70,0,0,0,0,56,56,0,53,53,0,643,93,550,0,,208,0,208,54,0,54
23/03/2023 09:00,54,41,13,39,22,17,52,31,21,46,46,0,0,0,0,16,16,0,20,20,0,278,48,230,0,,145,0,145,32,0,32
23/03/2023 10:00,12,11,1,41,17,24,48,14,34,15,15,0,0,0,0,13,13,0,10,10,0,91,24,67,0,,72,0,72,25,0,25
23/03/2023 11:00,16,11,5,46,26,20,83,40,43,8,8,0,0,0,0,12,12,0,7,7,0,85,28,57,0,,74,0,74,32,0,32
23/03/2023 12:00,24,16,8,29,13,16,41,17,24,5,5,0,0,0,0,15,15,0,3,3,0,84,30,54,0,,92,1,91,45,0,45
23/03/2023 13:00,17,12,5,20,11,9,33,15,18,8,8,0,0,0,0,17,17,0,10,10,0,127,50,77,0,,93,1,92,85,0,85
23/03/2023 14:00,19,11,8,26,10,16,38,12,26,4,4,0,0,0,0,22,22,0,17,17,0,114,53,61,0,,53,0,53,68,0,68
23/03/2023 15:00,30,10,20,41,17,24,44,14,30,12,12,0,0,0,0,41,41,0,19,19,0,143,79,64,0,,76,0,76,70,0,70
23/03/2023 16:00,29,10,19,42,14,28,54,17,37,12,12,0,0,0,0,35,35,0,12,12,0,218,142,76,0,,66,1,65,120,0,120
23/03/2023 17:00,54,10,44,74,14,60,116,25,91,7,7,0,0,0,0,34,34,0,30,30,0,386,287,99,0,,104,0,104,204,1,203
23/03/2023 18:00,54,22,32,80,22,58,123,23,100,5,5,0,0,0,0,33,33,0,25,25,0,327,211,116,0,,109,1,108,201,0,201
23/03/2023 19:00,23,13,10,40,12,28,60,20,40,3,3,0,0,0,0,21,21,0,12,12,0,208,115,93,0,,81,0,81,128,1,127
23/03/2023 20:00,11,4,7,17,8,9,28,11,17,0,0,0,0,0,0,17,17,0,3,3,0,149,90,59,0,,64,0,64,86,0,86
23/03/2023 21:00,11,4,7,6,3,3,20,5,15,1,1,0,0,0,0,10,10,0,7,7,0,84,59,25,0,,38,0,38,61,0,61
23/03/2023 22:00,13,9,4,4,2,2,9,3,6,2,2,0,0,0,0,7,7,0,5,5,0,59,41,18,0,,40,0,40,43,1,42
23/03/2023 23:00,7,3,4,3,0,3,6,0,6,0,0,0,0,0,0,5,5,0,1,1,0,40,23,17,0,,21,0,21,37,0,37
24/03/2023 00:00,2,1,1,1,0,1,3,0,3,2,2,0,0,0,0,1,1,0,1,1,0,30,22,8,0,,11,0,11,22,0,22
24/03/2023 01:00,0,0,0,2,2,0,3,1,2,1,1,0,0,0,0,0,0,0,1,1,0,8,8,0,0,,1,0,1,4,0,4
24/03/2023 02:00,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,2,0,2,1,0,1
