Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
28/09/2023 10:00,,,,33,17,16,51,25,26,,,,0,0,0,12,12,0,0,0,0,107,30,77,0,,61,0,61,29,0,29
28/09/2023 11:00,,,,34,19,15,42,22,20,,,,0,0,0,7,7,0,0,0,0,78,24,54,0,,71,1,70,29,1,28
28/09/2023 12:00,,,,37,20,17,45,22,23,,,,0,0,0,10,10,0,0,0,0,114,49,65,0,,62,1,61,48,0,48
28/09/2023 13:00,,,,39,16,23,58,24,34,,,,0,0,0,20,20,0,0,0,0,115,53,62,0,,90,0,90,48,0,48
28/09/2023 14:00,,,,23,9,14,42,15,27,,,,0,0,0,17,17,0,0,0,0,82,44,38,0,,71,1,70,65,0,65
28/09/2023 15:00,,,,36,16,20,60,18,42,,,,0,0,0,44,44,0,0,0,0,151,95,56,0,,74,0,74,77,0,77
28/09/2023 16:00,,,,40,12,28,80,17,63,,,,0,0,0,44,44,0,0,0,0,242,153,89,0,,86,1,85,90,1,89
28/09/2023 17:00,,,,86,23,63,132,31,101,,,,0,0,0,31,31,0,0,0,0,380,260,120,0,,124,0,124,204,0,204
28/09/2023 18:00,,,,82,22,60,118,28,90,,,,0,0,0,32,32,0,0,0,0,343,227,116,0,,95,0,95,149,0,149
28/09/2023 19:00,,,,24,10,14,37,13,24,,,,0,0,0,20,20,0,0,0,0,195,122,73,0,,80,0,80,126,0,126
28/09/2023 20:00,,,,17,8,9,29,8,21,,,,0,0,0,16,16,0,1,1,0,125,73,52,0,,73,1,72,82,2,80
28/09/2023 21:00,,,,10,6,4,22,3,19,,,,0,0,0,8,8,0,1,1,0,91,63,28,0,,55,0,55,65,0,65
28/09/2023 22:00,,,,11,3,8,14,1,13,,,,0,0,0,2,2,0,0,0,0,64,42,22,0,,34,0,34,46,0,46
28/09/2023 23:00,,,,3,1,2,7,2,5,,,,0,0,0,4,4,0,0,0,0,41,31,10,0,,20,1,19,45,1,44
29/09/2023 00:00,,,,2,1,1,9,4,5,,,,0,0,0,1,1,0,0,0,0,23,18,5,0,,10,0,10,32,0,32
29/09/2023 01:00,,,,4,3,1,0,0,0,,,,0,0,0,1,1,0,0,0,0,9,8,1,0,,1,0,1,11,0,11
29/09/2023 02:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,5,0,0,,3,0,3,8,0,8
29/09/2023 03:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,4,4,0,0,,1,0,1,8,0,8
29/09/2023 04:00,,,,0,0,0,3,0,3,,,,0,0,0,2,2,0,0,0,0,7,1,6,0,,0,0,0,3,0,3
29/09/2023 05:00,,,,9,6,3,11,6,5,,,,0,0,0,1,1,0,0,0,0,27,2,25,0,,7,0,7,3,0,3
29/09/2023 06:00,,,,16,11,5,18,12,6,,,,0,0,0,6,6,0,0,0,0,97,20,77,0,,24,0,24,10,0,10
29/09/2023 07:00,,,,48,36,12,64,45,19,,,,0,0,0,13,13,0,0,0,0,238,67,171,0,,68,0,68,32,0,32
29/09/2023 08:00,,,,83,63,20,103,73,30,,,,0,0,0,51,51,0,0,0,0,414,74,340,0,,130,0,130,45,0,45
29/09/2023 09:00,,,,42,22,20,64,31,33,,,,0,0,0,11,11,0,0,0,0,231,43,188,0,,105,0,105,44,0,44
29/09/2023 10:00,,,,53,28,25,66,27,39,,,,0,0,0,14,14,0,0,0,0,100,22,78,0,,57,0,57,28,0,28
29/09/2023 11:00,,,,54,24,30,69,31,38,,,,0,0,0,12,12,0,0,0,0,99,26,73,0,,74,0,74,43,0,43
29/09/2023 12:00,,,,57,23,34,77,35,42,,,,0,0,0,21,21,0,15,15,0,111,46,65,0,,105,0,105,61,0,61
29/09/2023 13:00,,,,50,26,24,80,36,44,,,,0,0,0,46,46,0,13,13,0,164,74,90,0,,123,0,123,91,0,91
29/09/2023 14:00,,,,35,15,20,80,29,51,,,,0,0,0,15,15,0,12,12,0,121,64,57,0,,94,2,92,88,0,88
29/09/2023 15:00,,,,50,21,29,79,27,52,,,,0,0,0,19,19,0,6,6,0,166,95,71,0,,89,0,89,79,0,79
29/09/2023 16:00,,,,67,23,44,105,36,69,,,,0,0,0,22,22,0,0,0,0,224,116,108,0,,92,1,91,118,1,117
29/09/2023 17:00,,,,105,35,70,151,48,103,,,,0,0,0,35,35,0,0,0,0,328,200,128,0,,122,0,122,143,0,143
29/09/2023 18:00,,,,90,30,60,140,44,96,,,,0,0,0,27,27,0,0,0,0,239,128,111,0,,101,0,101,115,0,115
29/09/2023 19:00,,,,53,28,25,77,38,39,,,,0,0,0,19,19,0,0,0,0,151,89,62,0,,130,1,129,78,0,78
29/09/2023 20:00,,,,20,12,8,42,23,19,,,,0,0,0,14,14,0,0,0,0,129,65,64,0,,73,0,73,61,1,60
29/09/2023 21:00,,,,8,3,5,17,7,10,,,,0,0,0,4,4,0,0,0,0,78,50,28,0,,72,1,71,39,0,39
29/09/2023 22:00,,,,7,2,5,20,5,15,,,,0,0,0,7,7,0,0,0,0,72,42,30,0,,39,2,37,35,0,35
29/09/2023 23:00,,,,9,4,5,11,2,9,,,,0,0,0,4,4,0,0,0,0,52,40,12,0,,36,1,35,42,0,42
30/09/2023 00:00,,,,2,1,1,8,1,7,,,,0,0,0,1,1,0,0,0,0,47,29,18,0,,18,0,18,31,1,30
30/09/2023 01:00,,,,3,2,1,4,1,3,,,,0,0,0,3,3,0,0,0,0,28,17,11,0,,0,0,0,14,0,14
30/09/2023 02:00,,,,1,0,1,2,0,2,,,,0,0,0,0,0,0,0,0,0,18,12,6,0,,9,0,9,15,0,15
30/09/2023 03:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,11,9,2,0,,2,0,2,15,0,15
30/09/2023 04:00,,,,0,0,0,1,1,0,,,,0,0,0,1,1,0,0,0,0,11,9,2,0,,0,0,0,6,0,6
30/09/2023 05:00,,,,2,1,1,4,0,4,,,,0,0,0,2,2,0,0,0,0,7,2,5,0,,6,0,6,3,0,3
30/09/2023 06:00,,,,4,1,3,10,4,6,,,,0,0,0,1,1,0,0,0,0,43,8,35,0,,8,0,8,6,0,6
30/09/2023 07:00,,,,22,13,9,29,14,15,,,,0,0,0,4,4,0,0,0,0,47,14,33,0,,21,0,21,11,0,11
30/09/2023 08:00,,,,45,24,21,43,20,23,,,,0,0,0,8,8,0,0,0,0,59,16,43,0,,23,0,23,17,1,16
30/09/2023 09:00,,,,61,34,27,72,35,37,,,,0,0,0,12,12,0,0,0,0,79,26,53,0,,44,0,44,30,0,30
30/09/2023 10:00,,,,34,16,18,54,21,33,,,,0,0,0,17,17,0,0,0,0,63,28,35,0,,47,1,46,23,0,23
30/09/2023 11:00,,,,15,7,8,30,16,14,,,,0,0,0,13,13,0,0,0,0,66,24,42,0,,44,0,44,20,0,20
30/09/2023 12:00,,,,7,4,3,15,10,5,,,,0,0,0,3,3,0,0,0,0,59,28,31,0,,42,0,42,26,0,26
30/09/2023 13:00,,,,21,10,11,31,12,19,,,,0,0,0,5,5,0,0,0,0,43,25,18,0,,43,0,43,36,0,36
30/09/2023 14:00,,,,13,8,5,11,8,3,,,,0,0,0,4,4,0,0,0,0,50,24,26,0,,45,0,45,40,0,40
30/09/2023 15:00,,,,2,2,0,8,5,3,,,,0,0,0,4,4,0,0,0,0,55,11,44,0,,65,0,65,42,0,42
30/09/2023 16:00,,,,13,5,8,22,11,11,,,,0,0,0,6,6,0,0,0,0,81,29,52,0,,66,0,66,38,1,37
30/09/2023 17:00,,,,18,6,12,25,11,14,,,,0,0,0,10,10,0,0,0,0,76,30,46,0,,77,1,76,54,0,54
30/09/2023 18:00,,,,17,10,7,28,13,15,,,,0,0,0,6,6,0,0,0,0,100,40,60,0,,98,0,98,59,0,59
30/09/2023 19:00,,,,8,4,4,28,16,12,,,,0,0,0,9,9,0,0,0,0,74,40,34,0,,75,0,75,49,0,49
30/09/2023 20:00,,,,3,1,2,8,2,6,,,,0,0,0,4,4,0,0,0,0,57,33,24,0,,49,3,46,54,0,54
30/09/2023 21:00,,,,6,3,3,5,0,5,,,,0,0,0,3,3,0,0,0,0,64,31,33,0,,44,0,44,38,0,38
30/09/2023 22:00,,,,3,0,3,5,1,4,,,,0,0,0,3,3,0,0,0,0,44,28,16,0,,43,1,42,38,0,38
30/09/2023 23:00,,,,3,2,1,2,1,1,,,,0,0,0,2,2,0,0,0,0,33,27,6,0,,25,0,25,34,0,34
01/10/2023 00:00,,,,4,2,2,7,2,5,,,,0,0,0,0,0,0,0,0,0,15,8,7,0,,13,1,12,22,0,22
01/10/2023 01:00,,,,1,1,0,2,1,1,,,,0,0,0,1,1,0,0,0,0,23,14,9,0,,1,0,1,6,0,6
01/10/2023 02:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,4,0,0,,7,0,7,13,2,11
01/10/2023 03:00,,,,1,1,0,5,2,3,,,,0,0,0,2,2,0,0,0,0,7,5,2,0,,2,0,2,6,0,6
01/10/2023 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,6,5,1,0,,1,0,1,4,0,4
01/10/2023 05:00,,,,3,2,1,6,2,4,,,,0,0,0,1,1,0,0,0,0,7,5,2,0,,2,0,2,4,0,4
01/10/2023 06:00,,,,4,2,2,6,4,2,,,,0,0,0,3,3,0,0,0,0,23,5,18,0,,6,0,6,4,0,4
01/10/2023 07:00,,,,19,6,13,26,8,18,,,,0,0,0,3,3,0,0,0,0,33,13,20,0,,12,0,12,8,0,8
01/10/2023 08:00,,,,71,30,41,83,26,57,,,,0,0,0,4,4,0,0,0,0,58,17,41,0,,27,0,27,18,0,18
01/10/2023 09:00,,,,139,46,93,168,49,119,,,,0,0,0,9,9,0,0,0,0,75,31,44,0,,29,0,29,28,0,28
01/10/2023 10:00,,,,162,73,89,179,69,110,,,,0,0,0,20,20,0,0,0,0,86,22,64,0,,50,0,50,21,0,21
01/10/2023 11:00,,,,156,83,73,214,103,111,,,,0,0,0,18,18,0,1,1,0,83,38,45,0,,45,0,45,51,0,51
01/10/2023 12:00,,,,195,89,106,240,99,141,,,,0,0,0,10,10,0,0,0,0,136,54,82,0,,70,1,69,50,0,50
01/10/2023 13:00,,,,165,85,80,237,115,122,,,,0,0,0,12,12,0,0,0,0,90,36,54,0,,86,0,86,65,0,65
01/10/2023 14:00,,,,147,76,71,200,104,96,,,,0,0,0,11,11,0,0,0,0,88,37,51,0,,81,0,81,65,1,64
01/10/2023 15:00,,,,125,66,59,205,94,111,,,,0,0,0,12,12,0,1,1,0,116,47,69,0,,98,0,98,65,1,64
01/10/2023 16:00,,,,122,66,56,174,97,77,,,,0,0,0,15,15,0,0,0,0,101,57,44,0,,79,1,78,79,1,78
01/10/2023 17:00,,,,103,55,48,139,76,63,,,,0,0,0,19,19,0,1,1,0,131,60,71,0,,66,0,66,62,0,62
01/10/2023 18:00,,,,79,52,27,106,62,44,,,,0,0,0,20,20,0,0,0,0,127,58,69,0,,81,1,80,73,2,71
01/10/2023 19:00,,,,27,18,9,49,26,23,,,,0,0,0,14,14,0,0,0,0,107,61,46,0,,66,1,65,71,0,71
01/10/2023 20:00,,,,10,6,4,17,8,9,,,,0,0,0,10,10,0,0,0,0,87,52,35,0,,56,0,56,55,1,54
01/10/2023 21:00,,,,13,7,6,14,6,8,,,,0,0,0,7,7,0,0,0,0,63,32,31,0,,40,0,40,38,1,37
01/10/2023 22:00,,,,8,6,2,14,7,7,,,,0,0,0,1,1,0,0,0,0,30,18,12,0,,30,1,29,38,0,38
01/10/2023 23:00,,,,2,0,2,7,2,5,,,,0,0,0,1,1,0,0,0,0,26,19,7,0,,23,1,22,27,0,27
02/10/2023 00:00,,,,0,0,0,4,1,3,,,,0,0,0,1,1,0,0,0,0,16,14,2,0,,9,0,9,12,0,12
02/10/2023 01:00,,,,2,2,0,2,0,2,,,,0,0,0,1,1,0,0,0,0,6,5,1,0,,0,0,0,3,0,3
02/10/2023 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,2,2,0,,1,0,1,2,0,2
02/10/2023 03:00,,,,0,0,0,2,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,4,0,4
02/10/2023 04:00,,,,0,0,0,2,0,2,,,,0,0,0,1,1,0,0,0,0,6,0,6,0,,3,0,3,1,0,1
02/10/2023 05:00,,,,10,8,2,9,6,3,,,,0,0,0,2,2,0,0,0,0,28,2,26,0,,5,0,5,3,0,3
02/10/2023 06:00,,,,21,18,3,27,20,7,,,,0,0,0,5,5,0,0,0,0,125,18,107,0,,23,0,23,9,0,9
02/10/2023 07:00,,,,73,60,13,89,71,18,,,,0,0,0,17,17,0,0,0,0,276,60,216,0,,73,0,73,35,0,35
02/10/2023 08:00,,,,114,98,16,148,121,27,,,,0,0,0,64,64,0,1,1,0,572,98,474,0,,213,1,212,57,0,57
02/10/2023 09:00,,,,51,36,15,81,55,26,,,,0,0,0,23,23,0,0,0,0,231,41,190,0,,138,1,137,34,0,34
02/10/2023 10:00,,,,59,30,29,69,37,32,,,,0,0,0,17,17,0,4,4,0,90,13,77,0,,75,1,74,26,0,26
02/10/2023 11:00,,,,50,23,27,63,25,38,,,,0,0,0,5,5,0,10,10,0,81,20,61,0,,70,1,69,41,0,41
02/10/2023 12:00,,,,59,27,32,77,36,41,,,,0,0,0,9,9,0,3,3,0,105,42,63,0,,78,1,77,57,0,57
02/10/2023 13:00,,,,50,23,27,65,29,36,,,,0,0,0,18,18,0,3,3,0,97,47,50,0,,89,1,88,70,0,70
02/10/2023 14:00,,,,37,19,18,54,26,28,,,,0,0,0,11,11,0,1,1,0,114,55,59,0,,85,1,84,62,1,61
02/10/2023 15:00,,,,41,12,29,56,16,40,,,,0,0,0,62,62,0,6,6,0,180,100,80,0,,74,0,74,82,0,82
02/10/2023 16:00,,,,50,14,36,85,26,59,,,,0,0,0,55,55,0,8,8,0,242,150,92,0,,73,1,72,151,0,151
02/10/2023 17:00,,,,112,31,81,173,35,138,,,,0,0,0,46,46,0,32,32,0,447,315,132,0,,123,1,122,270,0,270
02/10/2023 18:00,,,,113,25,88,150,29,121,,,,0,0,0,28,28,0,18,18,0,300,213,87,0,,107,0,107,209,0,209
02/10/2023 19:00,,,,40,14,26,57,23,34,,,,0,0,0,14,14,0,5,5,0,168,120,48,0,,79,0,79,113,2,111
02/10/2023 20:00,,,,17,9,8,30,11,19,,,,0,0,0,14,14,0,3,3,0,97,54,43,0,,64,0,64,91,0,91
02/10/2023 21:00,,,,13,6,7,19,8,11,,,,0,0,0,8,8,0,0,0,0,80,50,30,0,,53,0,53,73,0,73
02/10/2023 22:00,,,,1,1,0,5,1,4,,,,0,0,0,6,6,0,0,0,0,36,26,10,0,,26,0,26,36,0,36
02/10/2023 23:00,,,,1,0,1,3,1,2,,,,0,0,0,7,7,0,0,0,0,24,16,8,0,,12,1,11,20,0,20
03/10/2023 00:00,,,,1,1,0,4,1,3,,,,0,0,0,1,1,0,0,0,0,10,7,3,0,,7,1,6,14,0,14
03/10/2023 01:00,,,,1,0,1,0,0,0,,,,0,0,0,1,1,0,0,0,0,1,1,0,0,,1,0,1,6,0,6
03/10/2023 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,3,0,3,3,0,3
03/10/2023 03:00,,,,2,2,0,3,0,3,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,3,0,3,4,0,4
03/10/2023 04:00,,,,6,5,1,5,0,5,,,,0,0,0,1,1,0,1,1,0,7,0,7,0,,2,0,2,5,1,4
03/10/2023 05:00,,,,9,5,4,9,4,5,,,,0,0,0,2,2,0,0,0,0,37,3,34,0,,9,0,9,4,0,4
03/10/2023 06:00,,,,24,17,7,30,22,8,,,,0,0,0,10,10,0,0,0,0,125,22,103,0,,31,1,30,11,0,11
03/10/2023 07:00,,,,84,65,19,100,83,17,,,,0,0,0,14,14,0,0,0,0,326,66,260,0,,87,1,86,41,0,41
03/10/2023 08:00,,,,106,88,18,149,121,28,,,,0,0,0,65,65,0,0,0,0,745,102,643,0,,268,1,267,69,1,68
03/10/2023 09:00,,,,51,36,15,77,54,23,,,,0,0,0,16,16,0,0,0,0,287,45,242,0,,174,0,174,57,0,57
03/10/2023 10:00,,,,51,25,26,49,20,29,,,,0,0,0,13,13,0,0,0,0,111,29,82,0,,71,0,71,30,1,29
03/10/2023 11:00,,,,34,15,19,53,27,26,,,,0,0,0,9,9,0,5,5,0,87,34,53,0,,72,0,72,39,0,39
03/10/2023 12:00,,,,47,30,17,60,29,31,,,,0,0,0,13,13,0,6,6,0,113,46,67,0,,82,1,81,54,0,54
03/10/2023 13:00,,,,36,19,17,45,20,25,,,,0,0,0,13,13,0,16,16,0,122,51,71,0,,93,1,92,73,0,73
03/10/2023 14:00,,,,29,12,17,44,16,28,,,,0,0,0,14,14,0,12,12,0,98,51,47,0,,53,0,53,69,0,69
03/10/2023 15:00,,,,50,15,35,78,19,59,,,,0,0,0,41,41,0,26,26,0,159,94,65,0,,66,0,66,85,0,85
03/10/2023 16:00,,,,79,24,55,129,30,99,,,,0,0,0,51,51,0,18,18,0,271,169,102,0,,97,1,96,123,2,121
03/10/2023 17:00,,,,141,30,111,233,53,180,,,,0,0,0,53,53,0,6,6,0,513,372,141,0,,132,0,132,259,1,258
03/10/2023 18:00,,,,111,25,86,168,45,123,,,,0,0,0,26,26,0,2,2,0,415,292,123,0,,122,1,121,228,1,227
03/10/2023 19:00,,,,56,24,32,81,26,55,,,,0,0,0,26,26,0,1,1,0,223,126,97,0,,95,0,95,119,2,117
03/10/2023 20:00,,,,20,9,11,38,14,24,,,,0,0,0,14,14,0,0,0,0,149,97,52,0,,80,0,80,91,0,91
03/10/2023 21:00,,,,25,10,15,32,9,23,,,,0,0,0,4,4,0,0,0,0,110,80,30,0,,52,0,52,95,0,95
03/10/2023 22:00,,,,7,3,4,16,3,13,,,,0,0,0,7,7,0,1,1,0,59,45,14,0,,33,1,32,42,0,42
03/10/2023 23:00,,,,6,3,3,5,1,4,,,,0,0,0,3,3,0,0,0,0,32,20,12,0,,13,0,13,39,0,39
04/10/2023 00:00,,,,4,3,1,2,1,1,,,,0,0,0,4,4,0,1,1,0,9,7,2,0,,6,0,6,9,0,9
04/10/2023 01:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,2,3,0,,0,0,0,3,0,3
04/10/2023 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,1,0,1,3,0,3
04/10/2023 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,3,1,2,0,,0,0,0,1,0,1
04/10/2023 04:00,,,,0,0,0,2,0,2,,,,0,0,0,1,1,0,0,0,0,5,0,5,0,,0,0,0,3,0,3
04/10/2023 05:00,,,,4,2,2,6,3,3,,,,0,0,0,2,2,0,0,0,0,39,0,39,0,,7,0,7,5,0,5
04/10/2023 06:00,,,,24,16,8,29,18,11,,,,0,0,0,8,8,0,0,0,0,145,24,121,0,,39,0,39,13,0,13
04/10/2023 07:00,,,,58,47,11,80,61,19,,,,0,0,0,17,17,0,0,0,0,354,71,283,0,,82,0,82,46,0,46
04/10/2023 08:00,,,,93,80,13,134,108,26,,,,0,0,0,63,63,0,0,0,0,688,88,600,0,,246,1,245,68,0,68
04/10/2023 09:00,,,,46,31,15,70,41,29,,,,0,0,0,22,22,0,0,0,0,297,47,250,0,,169,0,169,54,0,54
04/10/2023 10:00,,,,34,16,18,41,20,21,,,,0,0,0,11,11,0,0,0,0,114,31,83,0,,63,0,63,28,0,28
04/10/2023 11:00,,,,32,13,19,39,18,21,,,,0,0,0,10,10,0,0,0,0,73,21,52,0,,59,0,59,25,0,25
04/10/2023 12:00,,,,32,16,16,55,25,30,,,,0,0,0,19,19,0,1,1,0,121,41,80,0,,90,0,90,67,0,67
04/10/2023 13:00,,,,45,27,18,59,30,29,,,,0,0,0,31,31,0,0,0,0,145,73,72,0,,116,1,115,93,1,92
04/10/2023 14:00,,,,29,6,23,46,9,37,,,,0,0,0,18,18,0,0,0,0,120,64,56,0,,50,1,49,68,1,67
04/10/2023 15:00,,,,33,12,21,61,20,41,,,,0,0,0,54,54,0,0,0,0,163,97,66,0,,67,0,67,73,1,72
04/10/2023 16:00,,,,56,11,45,92,20,72,,,,0,0,0,44,44,0,0,0,0,270,177,93,0,,82,1,81,108,0,108
04/10/2023 17:00,,,,98,14,84,179,29,150,,,,0,0,0,45,45,0,0,0,0,493,373,120,0,,120,1,119,207,4,203
04/10/2023 18:00,,,,98,21,77,144,29,115,,,,0,0,0,30,30,0,0,0,0,376,241,135,0,,132,0,132,141,1,140
04/10/2023 19:00,,,,48,19,29,69,23,46,,,,0,0,0,20,20,0,0,0,0,212,138,74,0,,99,0,99,104,1,103
04/10/2023 20:00,,,,33,17,16,40,14,26,,,,0,0,0,17,17,0,0,0,0,125,78,47,0,,72,0,72,91,2,89
04/10/2023 21:00,,,,17,9,8,29,9,20,,,,0,0,0,14,14,0,0,0,0,103,75,28,0,,63,1,62,71,0,71
04/10/2023 22:00,,,,14,7,7,18,4,14,,,,0,0,0,13,13,0,0,0,0,61,45,16,0,,35,0,35,47,0,47
04/10/2023 23:00,,,,6,2,4,4,1,3,,,,0,0,0,2,2,0,0,0,0,26,21,5,0,,20,0,20,23,0,23
05/10/2023 00:00,,,,2,0,2,8,2,6,,,,0,0,0,1,1,0,0,0,0,23,17,6,0,,10,0,10,25,0,25
05/10/2023 01:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,3,3,0,0,,0,0,0,2,0,2
05/10/2023 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,6
05/10/2023 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,,2,0,2,2,0,2
05/10/2023 04:00,,,,1,1,0,4,2,2,,,,0,0,0,1,1,0,0,0,0,6,0,6,0,,0,0,0,3,0,3
05/10/2023 05:00,,,,2,1,1,5,4,1,,,,0,0,0,0,0,0,0,0,0,40,1,39,0,,6,0,6,3,0,3
05/10/2023 06:00,,,,10,6,4,23,11,12,,,,0,0,0,5,5,0,0,0,0,102,18,84,0,,28,0,28,18,0,18
05/10/2023 07:00,,,,55,47,8,65,55,10,,,,0,0,0,14,14,0,0,0,0,284,68,216,0,,72,0,72,36,0,36
05/10/2023 08:00,,,,62,51,11,107,88,19,,,,0,0,0,52,52,0,0,0,0,638,98,540,0,,231,0,231,44,0,44
05/10/2023 09:00,,,,21,16,5,32,24,8,,,,0,0,0,17,17,0,0,0,0,246,50,196,0,,155,0,155,38,0,38
05/10/2023 10:00,,,,16,8,8,32,12,20,,,,0,0,0,7,7,0,0,0,0,100,27,73,0,,63,0,63,16,0,16
05/10/2023 11:00,,,,19,10,9,27,17,10,,,,0,0,0,5,5,0,0,0,0,77,20,57,0,,51,0,51,32,0,32
05/10/2023 12:00,,,,18,9,9,29,16,13,,,,0,0,0,9,9,0,0,0,0,93,37,56,0,,65,0,65,59,0,59
05/10/2023 13:00,,,,18,11,7,33,19,14,,,,0,0,0,12,12,0,0,0,0,105,48,57,0,,81,0,81,70,0,70
05/10/2023 14:00,,,,15,7,8,33,10,23,,,,0,0,0,15,15,0,0,0,0,109,48,61,0,,58,0,58,43,0,43
05/10/2023 15:00,,,,31,10,21,44,13,31,,,,0,0,0,41,41,0,0,0,0,152,85,67,0,,52,0,52,52,0,52
05/10/2023 16:00,,,,37,19,18,65,15,50,,,,0,0,0,39,39,0,0,0,0,218,145,73,0,,74,1,73,99,0,99
05/10/2023 17:00,,,,67,16,51,145,23,122,,,,0,0,0,52,52,0,0,0,0,425,306,119,0,,147,0,147,179,1,178
05/10/2023 18:00,,,,81,21,60,139,27,112,,,,0,0,0,24,24,0,0,0,0,360,244,116,0,,125,0,125,134,0,134
05/10/2023 19:00,,,,30,12,18,56,23,33,,,,0,0,0,20,20,0,0,0,0,208,119,89,0,,104,0,104,107,0,107
05/10/2023 20:00,,,,26,11,15,45,13,32,,,,0,0,0,14,14,0,0,0,0,149,96,53,0,,69,0,69,83,0,83
05/10/2023 21:00,,,,7,1,6,21,8,13,,,,0,0,0,10,10,0,0,0,0,109,64,45,0,,56,0,56,57,1,56
05/10/2023 22:00,,,,12,5,7,17,3,14,,,,0,0,0,12,12,0,0,0,0,68,46,22,0,,38,1,37,58,1,57
05/10/2023 23:00,,,,3,0,3,4,0,4,,,,0,0,0,2,2,0,0,0,0,34,26,8,0,,18,1,17,37,0,37
06/10/2023 00:00,,,,0,0,0,5,1,4,,,,0,0,0,3,3,0,0,0,0,29,24,5,0,,19,1,18,26,1,25
06/10/2023 01:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,10,8,2,0,,0,0,0,4,0,4
06/10/2023 02:00,,,,0,0,0,2,0,2,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,4,0,4,8,1,7
06/10/2023 03:00,,,,2,2,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,6,3,3,0,,3,0,3,3,0,3
06/10/2023 04:00,,,,1,0,1,4,0,4,,,,0,0,0,1,1,0,0,0,0,9,4,5,0,,3,0,3,3,0,3
06/10/2023 05:00,,,,6,5,1,7,5,2,,,,0,0,0,1,1,0,0,0,0,25,2,23,0,,5,0,5,1,0,1
06/10/2023 06:00,,,,10,8,2,15,11,4,,,,0,0,0,4,4,0,0,0,0,117,15,102,0,,20,0,20,11,0,11
06/10/2023 07:00,,,,36,29,7,54,40,14,,,,0,0,0,19,19,0,0,0,0,213,65,148,0,,68,0,68,35,1,34
06/10/2023 08:00,,,,51,34,17,77,57,20,,,,0,0,0,53,53,0,1,1,0,399,67,332,0,,152,0,152,56,1,55
06/10/2023 09:00,,,,34,17,17,45,24,21,,,,0,0,0,4,4,0,0,0,0,194,36,158,0,,128,0,128,38,0,38
06/10/2023 10:00,,,,37,17,20,43,13,30,,,,0,0,0,11,11,0,1,1,0,87,32,55,0,,76,1,75,20,0,20
06/10/2023 11:00,,,,44,22,22,59,26,33,,,,0,0,0,11,11,0,2,2,0,81,19,62,0,,84,0,84,33,0,33
